city,aqi,dominant_pollutant,timestamp,station,lat,lon,pm25,pm10,o3,no2,so2,co
Hyderabad,123,pm25,2017-02-03 02:10:54,Hyderabad Central,15.33682180406521,81.83114749176907,78,59,49,24,14,3
Hyderabad,108,pm25,2017-02-06 18:25:27,Hyderabad Central,29.658028487158912,85.57556902969667,67,124,38,44,31,0
Hyderabad,170,pm25,2017-02-10 10:40:00,Hyderabad Central,28.224533523979495,81.67674246273032,104,135,76,34,26,5
Hyderabad,149,pm25,2017-02-14 02:54:32,Hyderabad Central,14.915234591425879,86.78140695737956,53,94,41,30,11,8
Hyderabad,129,pm10,2017-02-17 19:09:05,Hyderabad Central,14.541455172865218,75.69741840987135,57,142,44,66,22,12
Hyderabad,147,pm10,2017-02-21 11:23:38,Hyderabad Central,14.302105574914762,85.6123846765512,78,95,57,66,6,5
Hyderabad,99,pm10,2017-02-25 03:38:10,Hyderabad Central,24.050041535748637,86.14426995270108,63,77,69,61,1,7
Hyderabad,138,pm25,2017-02-28 19:52:43,Hyderabad Central,11.709570659365859,78.619663073692,74,105,44,40,16,6
Hyderabad,101,o3,2017-03-04 12:07:16,Hyderabad Central,11.48981985795132,86.13082860996973,48,59,112,65,24,14
Hyderabad,58,pm25,2017-03-08 04:21:49,Hyderabad Central,29.23389713739882,71.87858187948959,66,71,62,58,29,17
Hyderabad,128,pm25,2017-03-11 20:36:21,Hyderabad Central,26.702430172632774,85.45795741131177,104,74,30,30,20,6
Hyderabad,233,pm25,2017-03-15 12:50:54,Hyderabad Central,26.64154933911824,76.9990026367982,147,235,68,40,20,8
Hyderabad,106,pm10,2017-03-19 05:05:27,Hyderabad Central,19.90234554646458,70.47889626818824,34,99,88,43,14,13
Hyderabad,110,pm25,2017-03-22 21:20:00,Hyderabad Central,10.096474896850268,80.55736789551581,73,115,81,54,21,12
Hyderabad,94,pm25,2017-03-26 13:34:32,Hyderabad Central,27.792242225638407,89.38184425523485,46,61,57,21,23,7
Hyderabad,132,pm25,2017-03-30 05:49:05,Hyderabad Central,15.824120004919127,72.76700518400003,88,90,38,30,9,4
Hyderabad,194,pm25,2017-04-02 22:03:38,Hyderabad Central,15.975389376087339,88.50650918804048,113,140,19,35,15,18
Hyderabad,105,pm10,2017-04-06 14:18:10,Hyderabad Central,28.06774894748547,85.54207631430621,79,65,27,53,27,8
Hyderabad,156,o3,2017-04-10 06:32:43,Hyderabad Central,15.080422550939474,83.917201409876,103,139,25,45,5,8
Hyderabad,260,pm25,2017-04-13 22:47:16,Hyderabad Central,20.306594659142522,85.46079923583429,161,197,29,40,12,12
Hyderabad,180,o3,2017-04-17 15:01:49,Hyderabad Central,24.630817290916358,73.21871206231837,73,138,50,57,29,10
Hyderabad,104,pm25,2017-04-21 07:16:21,Hyderabad Central,26.147429139082004,74.28074092072885,32,0,76,45,9,9
Hyderabad,197,o3,2017-04-24 23:30:54,Hyderabad Central,13.238584871593737,72.61792602401357,113,180,54,17,22,2
Hyderabad,56,pm25,2017-04-28 15:45:27,Hyderabad Central,26.164038059464396,70.62004075402552,29,48,71,52,21,12
Hyderabad,136,pm25,2017-05-02 08:00:00,Hyderabad Central,15.08051651957928,80.09601881073995,86,87,69,54,0,12
Hyderabad,214,pm10,2017-05-06 00:14:32,Hyderabad Central,12.571062403899822,85.93634680015393,139,248,96,31,17,3
Hyderabad,108,pm10,2017-05-09 16:29:05,Hyderabad Central,20.221130667308767,84.7673271905777,52,71,37,23,20,14
Hyderabad,140,pm25,2017-05-13 08:43:38,Hyderabad Central,26.873118331341214,88.5000364298797,66,121,54,45,26,7
Hyderabad,146,pm25,2017-05-17 00:58:10,Hyderabad Central,27.938927193720556,81.48284376132496,82,110,47,14,2,7
Hyderabad,113,pm10,2017-05-20 17:12:43,Hyderabad Central,10.629314348824392,75.23199952534887,49,129,24,51,21,8
Hyderabad,85,pm25,2017-05-24 09:27:16,Hyderabad Central,29.170348237466587,84.71129810929975,55,74,70,51,28,10
Hyderabad,132,pm10,2017-05-28 01:41:49,Hyderabad Central,24.448488110694242,79.59923851114735,54,123,23,19,28,12
Hyderabad,138,pm25,2017-05-31 17:56:21,Hyderabad Central,27.693541874934034,70.32226307863851,70,125,60,27,13,12
Hyderabad,263,pm10,2017-06-04 10:10:54,Hyderabad Central,15.45760893475655,88.7123308022883,150,210,44,36,30,9
Hyderabad,133,pm10,2017-06-08 02:25:27,Hyderabad Central,14.210597909811044,76.43957249225907,101,120,71,44,31,6
Hyderabad,87,pm25,2017-06-11 18:40:00,Hyderabad Central,26.176750246458504,70.46619897150617,56,52,36,43,7,13
Hyderabad,191,no2,2017-06-15 10:54:32,Hyderabad Central,18.110753421024622,78.16183711469836,101,124,78,47,18,3
Hyderabad,177,pm10,2017-06-19 03:09:05,Hyderabad Central,16.725053356132555,70.4285124336204,126,110,53,47,10,0
Hyderabad,93,pm25,2017-06-22 19:23:38,Hyderabad Central,21.502549592918395,71.49838236897855,34,118,91,51,3,9
Hyderabad,188,pm25,2017-06-26 11:38:10,Hyderabad Central,18.71091027289341,87.10281523948714,121,149,77,27,37,13
Hyderabad,110,pm25,2017-06-30 03:52:43,Hyderabad Central,10.44321192711897,71.16652957719788,75,141,62,51,15,17
Hyderabad,64,pm25,2017-07-03 20:07:16,Hyderabad Central,18.227458519820097,85.35724160809475,37,46,55,41,2,12
Hyderabad,98,pm25,2017-07-07 12:21:49,Hyderabad Central,22.6166841563985,82.24692852609826,55,50,47,57,10,14
Hyderabad,90,pm25,2017-07-11 04:36:21,Hyderabad Central,29.618046390550916,73.25747830535613,50,82,62,44,12,7
Hyderabad,168,pm25,2017-07-14 20:50:54,Hyderabad Central,24.153306479535942,79.83404369052315,97,72,46,40,13,7
Hyderabad,93,o3,2017-07-18 13:05:27,Hyderabad Central,19.10471379115681,77.33755651683136,51,80,34,27,4,12
Hyderabad,178,o3,2017-07-22 05:19:59,Hyderabad Central,28.721622412257982,83.54979088010857,123,149,42,35,22,9
Hyderabad,169,no2,2017-07-25 21:34:32,Hyderabad Central,28.719436341637646,75.26836834000905,81,87,47,37,14,3
Hyderabad,165,pm10,2017-07-29 13:49:05,Hyderabad Central,22.691151709883837,82.3851923196895,113,162,99,18,15,12
Hyderabad,156,pm25,2017-08-02 06:03:38,Hyderabad Central,23.105233267350254,71.51010123546035,89,172,63,38,15,5
Hyderabad,207,o3,2017-08-05 22:18:10,Hyderabad Central,29.77102749028177,72.99238465564004,139,203,55,38,43,9
Hyderabad,74,pm25,2017-08-09 14:32:43,Hyderabad Central,29.649490100614234,77.82994160467851,40,38,58,23,12,19
Hyderabad,185,o3,2017-08-13 06:47:16,Hyderabad Central,26.139534121829712,71.21245283933892,97,195,49,54,19,8
Hyderabad,184,pm10,2017-08-16 23:01:49,Hyderabad Central,20.086198666625272,70.24206624789534,108,118,65,30,13,11
Hyderabad,148,o3,2017-08-20 15:16:21,Hyderabad Central,28.566642604680126,86.45715786509123,91,101,45,47,6,5
Hyderabad,155,pm25,2017-08-24 07:30:54,Hyderabad Central,12.373491780900531,72.21084476199877,71,130,65,48,16,13
Hyderabad,149,pm10,2017-08-27 23:45:27,Hyderabad Central,10.512822420703689,76.35275042961653,81,115,63,49,11,5
Hyderabad,205,o3,2017-08-31 16:00:00,Hyderabad Central,25.747691504285953,86.75520691452242,120,167,31,77,31,2
Hyderabad,168,pm10,2017-09-04 08:14:32,Hyderabad Central,20.072114802896643,72.64608073585248,130,106,63,43,14,2
Hyderabad,161,pm10,2017-09-08 00:29:05,Hyderabad Central,15.752095833898423,78.09270962967148,127,78,62,56,24,6
Hyderabad,183,pm10,2017-09-11 16:43:38,Hyderabad Central,24.280227467933464,71.17008852708884,88,179,58,36,33,8
Hyderabad,117,o3,2017-09-15 08:58:10,Hyderabad Central,25.44960529459823,84.05719182184068,58,94,60,49,30,2
Hyderabad,199,pm25,2017-09-19 01:12:43,Hyderabad Central,11.415134819440432,81.29340558763752,136,166,64,25,25,13
Hyderabad,148,pm25,2017-09-22 17:27:16,Hyderabad Central,21.849893247830703,86.99470014673624,114,105,60,42,12,3
Hyderabad,67,o3,2017-09-26 09:41:49,Hyderabad Central,16.407226444469956,89.90579971291722,45,66,25,33,8,7
Hyderabad,171,pm10,2017-09-30 01:56:21,Hyderabad Central,19.24518105037638,84.54842154777332,115,99,67,49,8,22
Hyderabad,137,pm25,2017-10-03 18:10:54,Hyderabad Central,13.005894950935811,81.94221125476628,114,57,64,47,21,9
Hyderabad,104,pm25,2017-10-07 10:25:27,Hyderabad Central,15.177679950491736,79.91080131546912,77,105,64,54,20,10
Hyderabad,56,pm25,2017-10-11 02:40:00,Hyderabad Central,24.99187568281523,77.84977353006535,25,60,64,19,26,15
Hyderabad,100,pm25,2017-10-14 18:54:32,Hyderabad Central,20.644410009184746,85.0030331467896,44,67,23,18,29,9
Hyderabad,109,pm25,2017-10-18 11:09:05,Hyderabad Central,21.450890758744624,81.22593156687097,99,31,15,43,22,9
Hyderabad,172,pm10,2017-10-22 03:23:38,Hyderabad Central,19.65584709905395,73.66437041749285,119,162,30,51,26,12
Hyderabad,108,pm25,2017-10-25 19:38:10,Hyderabad Central,19.587781361032377,73.36421005609353,108,110,31,37,27,15
Hyderabad,208,o3,2017-10-29 11:52:43,Hyderabad Central,13.370173794859603,70.59963525088233,112,222,15,59,26,17
Hyderabad,188,pm10,2017-11-02 04:07:16,Hyderabad Central,28.32706267824002,72.34794703219136,135,183,22,46,19,14
Hyderabad,123,pm25,2017-11-05 20:21:49,Hyderabad Central,16.8430231607628,88.17371585527275,74,57,34,56,11,20
Hyderabad,50,pm25,2017-11-09 12:36:21,Hyderabad Central,29.34220719228863,82.12333881495074,23,77,66,37,26,10
Hyderabad,68,pm10,2017-11-13 04:50:54,Hyderabad Central,12.549620729550533,81.90592741990064,75,65,63,36,33,7
Hyderabad,116,o3,2017-11-16 21:05:27,Hyderabad Central,12.184690535017523,79.85111425166718,35,101,23,43,16,8
Hyderabad,107,no2,2017-11-20 13:20:00,Hyderabad Central,19.052829501154115,70.33799404831666,62,98,30,52,0,11
Hyderabad,103,pm10,2017-11-24 05:34:32,Hyderabad Central,25.54243095978168,87.770254981826,71,76,36,34,18,14
Hyderabad,110,pm25,2017-11-27 21:49:05,Hyderabad Central,21.52259327916613,79.85677302918612,74,100,41,45,16,21
Hyderabad,187,pm25,2017-12-01 14:03:38,Hyderabad Central,11.32488336265441,77.1270740934967,131,182,90,29,12,3
Hyderabad,162,no2,2017-12-05 06:18:10,Hyderabad Central,18.71531655669533,72.9460447037801,102,219,32,45,18,14
Hyderabad,60,pm25,2017-12-08 22:32:43,Hyderabad Central,19.659515193093082,81.0698870225871,44,62,42,53,28,11
Hyderabad,136,pm25,2017-12-12 14:47:16,Hyderabad Central,15.125035670611782,76.36350357038003,101,100,85,30,26,6
Hyderabad,113,pm25,2017-12-16 07:01:49,Hyderabad Central,18.85274224682972,70.78374839143889,54,92,59,53,11,3
Hyderabad,113,pm10,2017-12-19 23:16:21,Hyderabad Central,10.160705457311714,72.31484162130683,61,91,73,49,14,2
Hyderabad,132,pm25,2017-12-23 15:30:54,Hyderabad Central,12.139756559793753,75.17442552954925,79,126,35,58,0,4
Hyderabad,104,o3,2017-12-27 07:45:27,Hyderabad Central,13.637891864939547,76.23753036322549,62,71,42,55,18,15
Hyderabad,123,pm10,2017-12-31 00:00:00,Hyderabad Central,10.887394110964511,75.51176371319319,64,89,50,37,14,13
Pune,72,pm25,2017-01-01 00:00:00,Pune Central,10.209990367248631,72.28104766125699,67,60,52,29,12,12
Pune,127,pm25,2017-01-04 16:14:32,Pune Central,10.732513360945275,87.5256569204174,98,96,78,65,6,11
Pune,94,o3,2017-01-08 08:29:05,Pune Central,11.85211041645849,70.37166817789445,63,45,41,41,4,3
Pune,77,pm25,2017-01-12 00:43:38,Pune Central,29.484176117685156,75.19071808425882,20,53,15,36,25,15
Pune,177,pm25,2017-01-15 16:58:10,Pune Central,22.350757910263255,88.13529100615033,91,80,95,70,10,11
Pune,50,pm10,2017-01-19 09:12:43,Pune Central,27.437596086416924,84.31342606469164,41,30,75,38,17,11
Pune,50,pm25,2017-01-23 01:27:16,Pune Central,29.805626301738087,72.59704078815734,8,72,38,49,17,9
Pune,92,pm25,2017-01-26 17:41:49,Pune Central,10.811842792025846,73.30462116654041,35,67,49,31,29,9
Pune,190,pm25,2017-01-30 09:56:21,Pune Central,21.596666772824946,74.60007057913522,113,116,52,49,8,5
Pune,51,pm25,2017-02-03 02:10:54,Pune Central,24.209944153937148,81.46487265534714,0,92,51,19,14,14
Pune,122,pm25,2017-02-06 18:25:27,Pune Central,25.63096145461032,82.6665897776948,90,103,51,52,31,15
Pune,50,o3,2017-02-10 10:40:00,Pune Central,28.987804565884215,81.77728862435063,23,0,65,49,21,21
Pune,204,pm10,2017-02-14 02:54:32,Pune Central,19.429770904928958,83.25525061996699,102,189,58,26,12,11
Pune,50,pm25,2017-02-17 19:09:05,Pune Central,28.97842275748951,82.68149687906559,26,49,27,31,0,12
Pune,151,pm25,2017-02-21 11:23:38,Pune Central,15.55030771187824,85.18641313327021,95,130,63,35,26,14
Pune,233,pm10,2017-02-25 03:38:10,Pune Central,20.315685726684784,78.5844887200951,146,196,46,45,26,16
Pune,50,pm10,2017-02-28 19:52:43,Pune Central,29.78756703404525,82.12263260497083,13,0,58,38,5,8
Pune,98,pm10,2017-03-04 12:07:16,Pune Central,22.382440410984294,87.80388679919649,36,115,79,10,41,9
Pune,178,pm25,2017-03-08 04:21:49,Pune Central,25.949338287688242,75.99017035959898,93,137,56,30,24,3
Pune,123,pm25,2017-03-11 20:36:21,Pune Central,11.364486800585777,86.32651448382309,43,100,42,29,44,6
Pune,195,o3,2017-03-15 12:50:54,Pune Central,25.367689408334662,84.3726103608781,124,192,56,65,10,14
Pune,105,pm25,2017-03-19 05:05:27,Pune Central,18.562740992471326,70.0449141842178,51,71,78,45,26,3
Pune,57,pm25,2017-03-22 21:20:00,Pune Central,17.484053344930018,89.74737225289363,18,46,29,44,27,6
Pune,83,pm25,2017-03-26 13:34:32,Pune Central,22.98208862006794,82.24827360051488,38,118,43,37,23,7
Pune,86,pm25,2017-03-30 05:49:05,Pune Central,29.433372859430914,77.95226012843275,85,88,47,64,0,9
Pune,106,pm25,2017-04-02 22:03:38,Pune Central,27.00876544872037,71.32171450325352,52,79,38,34,30,15
Pune,76,pm25,2017-04-06 14:18:10,Pune Central,26.083528240433182,83.07186868489885,42,0,63,49,0,3
Pune,78,pm25,2017-04-10 06:32:43,Pune Central,25.947556719311045,88.38295488939443,69,65,68,41,19,9
Pune,67,o3,2017-04-13 22:47:16,Pune Central,13.6465728768109,82.98390878291995,75,79,58,92,0,7
Pune,90,pm25,2017-04-17 15:01:49,Pune Central,20.8193763390947,86.51288529751358,45,76,31,33,34,6
Pune,135,no2,2017-04-21 07:16:21,Pune Central,27.89276348616131,84.14561652733008,106,136,88,52,17,0
Pune,60,pm25,2017-04-24 23:30:54,Pune Central,11.614420388882127,88.69488386616055,29,55,32,0,18,17
Pune,125,pm25,2017-04-28 15:45:27,Pune Central,17.09258117915354,89.35457868257919,98,125,41,49,12,2
Pune,103,o3,2017-05-02 08:00:00,Pune Central,19.02114182837583,76.80736875860059,54,65,68,38,32,8
Pune,106,pm25,2017-05-06 00:14:32,Pune Central,20.065980826406467,87.34236212115981,40,61,46,53,8,4
Pune,115,pm10,2017-05-09 16:29:05,Pune Central,12.186383224848846,78.30948601152929,54,102,34,36,14,10
Pune,210,o3,2017-05-13 08:43:38,Pune Central,19.17989849951413,81.0493570936893,148,129,37,35,27,12
Pune,113,no2,2017-05-17 00:58:10,Pune Central,22.14861140437496,72.53141487863171,96,88,47,33,33,3
Pune,91,o3,2017-05-20 17:12:43,Pune Central,10.9476345376258,77.33576600069375,77,136,28,41,28,3
Pune,131,pm25,2017-05-24 09:27:16,Pune Central,22.44582912515477,86.30760344771267,90,98,48,34,21,11
Pune,121,pm10,2017-05-28 01:41:49,Pune Central,14.335740270860617,77.42482050232437,106,124,53,49,29,12
Pune,125,o3,2017-05-31 17:56:21,Pune Central,16.594312454709275,74.55263426450182,67,94,42,67,15,4
Pune,131,o3,2017-06-04 10:10:54,Pune Central,15.242287981692389,85.971054930607,96,128,31,25,29,12
Pune,193,pm10,2017-06-08 02:25:27,Pune Central,16.180125782007714,86.43619388345971,113,186,48,25,19,12
Pune,156,pm25,2017-06-11 18:40:00,Pune Central,15.461277175224872,78.1189843899824,96,80,48,43,12,12
Pune,67,pm25,2017-06-15 10:54:32,Pune Central,22.489579158507482,70.7130030890192,20,57,69,46,27,20
Pune,106,pm25,2017-06-19 03:09:05,Pune Central,27.799226811104077,88.07822383798788,56,76,66,52,11,17
Pune,146,pm25,2017-06-22 19:23:38,Pune Central,15.0618421621502,71.26969251771484,86,133,52,51,4,20
Pune,87,pm25,2017-06-26 11:38:10,Pune Central,29.95836852551719,72.8348175866647,59,23,39,38,33,3
Pune,119,pm10,2017-06-30 03:52:43,Pune Central,14.93888991873208,73.02574976589318,96,108,52,14,4,15
Pune,123,pm10,2017-07-03 20:07:16,Pune Central,29.168707756359233,72.32560819141683,66,96,89,44,23,5
Pune,62,pm10,2017-07-07 12:21:49,Pune Central,11.945380455058414,88.93130203330131,12,0,53,47,5,11
Pune,168,pm25,2017-07-11 04:36:21,Pune Central,29.622609808024414,74.64983322038243,83,134,48,48,27,11
Pune,51,pm10,2017-07-14 20:50:54,Pune Central,23.203521204654763,74.42286242522707,27,57,33,35,0,0
Pune,126,pm25,2017-07-18 13:05:27,Pune Central,14.264974973617488,72.86014806351285,65,127,42,42,19,6
Pune,259,pm10,2017-07-22 05:19:59,Pune Central,21.584029188177418,75.2977117529044,144,247,43,45,18,11
Pune,64,pm10,2017-07-25 21:34:32,Pune Central,11.887214343174378,85.24585571142141,8,26,51,37,25,12
Pune,86,pm25,2017-07-29 13:49:05,Pune Central,13.722360108895874,89.6994775606642,72,80,41,48,30,5
Pune,213,pm25,2017-08-02 06:03:38,Pune Central,23.58367738118801,79.4797002947094,109,139,53,53,12,0
Pune,85,pm25,2017-08-05 22:18:10,Pune Central,11.377416909109904,71.25703968265734,60,60,72,54,20,11
Pune,154,pm25,2017-08-09 14:32:43,Pune Central,16.256044330120165,87.70344497331084,120,173,45,64,37,13
Pune,50,o3,2017-08-13 06:47:16,Pune Central,25.741735502685295,78.31658529775937,13,41,38,41,25,12
Pune,61,pm25,2017-08-16 23:01:49,Pune Central,26.60786627062787,70.35713211139662,10,36,52,23,6,8
Pune,65,pm25,2017-08-20 15:16:21,Pune Central,25.361022671763696,75.7742661439187,39,74,70,31,32,9
Pune,92,pm25,2017-08-24 07:30:54,Pune Central,20.462328662966563,83.20443002438608,39,73,69,34,16,17
Pune,156,pm25,2017-08-27 23:45:27,Pune Central,26.512868390863762,81.12902838568839,103,133,22,24,8,20
Pune,154,pm25,2017-08-31 16:00:00,Pune Central,13.659851237794975,71.79189223253643,118,160,52,35,8,8
Pune,104,no2,2017-09-04 08:14:32,Pune Central,13.236606980690366,75.48778571783073,84,62,30,60,7,9
Pune,140,pm25,2017-09-08 00:29:05,Pune Central,29.561558180258885,87.41220838420986,90,139,34,31,20,5
Pune,75,no2,2017-09-11 16:43:38,Pune Central,13.800540359037598,80.58038988562788,55,3,62,49,16,6
Pune,180,pm25,2017-09-15 08:58:10,Pune Central,27.65455801123193,87.92514275187774,98,154,45,37,19,6
Pune,113,pm10,2017-09-19 01:12:43,Pune Central,19.185569389996726,75.5586035408211,67,88,78,55,18,10
Pune,85,pm25,2017-09-22 17:27:16,Pune Central,19.93753050277597,71.32373302827139,44,136,55,53,4,4
Pune,148,pm25,2017-09-26 09:41:49,Pune Central,21.518036607390812,80.23528156347743,91,172,14,59,24,12
Pune,64,pm25,2017-09-30 01:56:21,Pune Central,17.601218434680746,70.68463398946324,33,54,35,65,27,13
Pune,177,pm10,2017-10-03 18:10:54,Pune Central,28.5937845860856,89.02690778631509,106,164,34,35,21,8
Pune,172,pm10,2017-10-07 10:25:27,Pune Central,18.83876530701108,83.5643189698326,96,130,72,42,18,9
Pune,102,pm25,2017-10-11 02:40:00,Pune Central,25.50230718486603,70.08815907920118,80,89,56,47,28,9
Pune,225,pm25,2017-10-14 18:54:32,Pune Central,14.989996647511585,82.37320727416342,132,176,29,30,10,11
Pune,119,pm10,2017-10-18 11:09:05,Pune Central,23.633970833770746,89.99412859360463,46,130,31,44,3,15
Pune,168,pm10,2017-10-22 03:23:38,Pune Central,25.36734680621637,77.06054538941736,135,75,39,28,39,16
Pune,148,pm10,2017-10-25 19:38:10,Pune Central,14.771355017568549,77.68277216320033,106,105,89,51,35,4
Pune,108,pm25,2017-10-29 11:52:43,Pune Central,24.822426668851833,89.73005330628978,35,114,59,58,45,20
Pune,111,pm25,2017-11-02 04:07:16,Pune Central,13.12823519895491,81.02218721393784,88,120,56,40,14,20
Pune,105,pm10,2017-11-05 20:21:49,Pune Central,14.972645171789075,76.36550653164396,9,79,50,40,18,7
Pune,89,pm10,2017-11-09 12:36:21,Pune Central,12.280849125356871,74.05497638912712,54,69,26,40,16,6
Pune,81,pm25,2017-11-13 04:50:54,Pune Central,22.097793361358082,76.90829142049661,72,57,37,41,16,12
Pune,99,o3,2017-11-16 21:05:27,Pune Central,25.266454186188653,73.07549011046207,59,36,64,62,25,12
Pune,50,pm10,2017-11-20 13:20:00,Pune Central,10.640622694167309,89.54712750460503,5,20,26,44,4,10
Pune,198,no2,2017-11-24 05:34:32,Pune Central,14.850495992035082,70.55187614295816,100,143,60,39,21,6
Pune,67,pm25,2017-11-27 21:49:05,Pune Central,11.629622289285306,75.41121015459066,47,26,44,25,14,10
Pune,152,pm25,2017-12-01 14:03:38,Pune Central,23.46226566911156,86.48626130419527,95,161,78,35,7,18
Pune,121,o3,2017-12-05 06:18:10,Pune Central,10.788237312406581,85.53491653744568,89,44,41,25,0,11
Pune,100,pm25,2017-12-08 22:32:43,Pune Central,24.744310204993397,72.6659807658171,72,50,64,48,20,8
Pune,178,pm25,2017-12-12 14:47:16,Pune Central,11.588588203074748,82.62330176192567,107,184,51,5,30,6
Pune,71,pm25,2017-12-16 07:01:49,Pune Central,27.250339531371853,88.4928471962066,66,51,76,35,21,9
Pune,60,pm25,2017-12-19 23:16:21,Pune Central,16.793901695312385,78.49245648065391,36,71,39,9,28,15
Pune,67,pm10,2017-12-23 15:30:54,Pune Central,23.362037171204374,81.74566735082098,42,65,29,43,22,6
Pune,162,pm10,2017-12-27 07:45:27,Pune Central,28.652287350267148,75.49024566461915,99,132,56,41,18,17
Pune,143,no2,2017-12-31 00:00:00,Pune Central,17.342271710751334,83.08366612620455,81,116,71,31,22,13
Ahmedabad,219,pm25,2017-01-01 00:00:00,Ahmedabad Central,20.316925139327747,84.32908532652212,113,147,64,62,31,17
Ahmedabad,115,o3,2017-01-04 16:14:32,Ahmedabad Central,23.890639080428457,85.28724841419718,52,35,34,41,27,8
Ahmedabad,125,pm25,2017-01-08 08:29:05,Ahmedabad Central,22.411932296831672,87.12648254156474,60,85,55,43,31,7
Ahmedabad,168,pm25,2017-01-12 00:43:38,Ahmedabad Central,11.938917147064858,82.80268037128837,108,125,35,55,17,9
Ahmedabad,231,pm10,2017-01-15 16:58:10,Ahmedabad Central,24.5367124094534,71.69563197383727,116,162,43,35,24,5
Ahmedabad,103,pm10,2017-01-19 09:12:43,Ahmedabad Central,26.554145894053438,84.81630256888518,61,90,39,30,6,0
Ahmedabad,223,pm25,2017-01-23 01:27:16,Ahmedabad Central,11.693075060800693,86.78594400673087,99,170,85,26,24,12
Ahmedabad,145,pm25,2017-01-26 17:41:49,Ahmedabad Central,10.146642938270947,76.0582459486307,81,99,47,29,3,10
Ahmedabad,206,o3,2017-01-30 09:56:21,Ahmedabad Central,25.809116161821155,84.76326322184477,128,158,64,48,40,12
Ahmedabad,243,pm25,2017-02-03 02:10:54,Ahmedabad Central,15.13631518215448,88.89165873162975,167,185,23,53,0,12
Ahmedabad,132,pm10,2017-02-06 18:25:27,Ahmedabad Central,15.749550320498294,76.30361309151083,93,144,71,29,31,7
Ahmedabad,231,pm25,2017-02-10 10:40:00,Ahmedabad Central,20.915379472689473,80.11736688091179,152,126,35,26,18,16
Ahmedabad,75,pm25,2017-02-14 02:54:32,Ahmedabad Central,12.735777021729234,80.81935586881723,78,28,28,67,26,1
Ahmedabad,168,pm10,2017-02-17 19:09:05,Ahmedabad Central,22.173612050993974,86.69429170302914,107,174,72,31,21,18
Ahmedabad,179,pm25,2017-02-21 11:23:38,Ahmedabad Central,24.195879493372097,70.58024492420554,105,160,57,34,21,5
Ahmedabad,114,pm10,2017-02-25 03:38:10,Ahmedabad Central,20.57399826548939,74.1117847904944,50,72,36,53,23,14
Ahmedabad,133,pm25,2017-02-28 19:52:43,Ahmedabad Central,23.67211443429669,73.31731089526555,54,107,58,36,21,8
Ahmedabad,197,pm25,2017-03-04 12:07:16,Ahmedabad Central,19.341114537354926,73.53852433102092,119,112,48,47,6,14
Ahmedabad,192,pm25,2017-03-08 04:21:49,Ahmedabad Central,21.8198061843635,78.99595088093803,102,194,34,58,15,3
Ahmedabad,210,pm25,2017-03-11 20:36:21,Ahmedabad Central,26.206010548569413,87.28230773798029,135,201,65,8,22,19
Ahmedabad,148,pm25,2017-03-15 12:50:54,Ahmedabad Central,25.880663820361388,81.88684499050797,84,130,66,0,20,6
Ahmedabad,154,pm25,2017-03-19 05:05:27,Ahmedabad Central,16.493428643421346,73.75714410867813,83,105,84,69,4,4
Ahmedabad,114,pm25,2017-03-22 21:20:00,Ahmedabad Central,14.005771849784129,83.5453385686663,126,60,53,47,16,16
Ahmedabad,258,pm25,2017-03-26 13:34:32,Ahmedabad Central,11.992252114810425,72.43901146708932,153,217,69,50,18,4
Ahmedabad,187,o3,2017-03-30 05:49:05,Ahmedabad Central,22.17971731118417,77.43054147379688,132,201,79,79,25,13
Ahmedabad,154,o3,2017-04-02 22:03:38,Ahmedabad Central,11.159821059269659,70.66276653578237,97,75,58,49,25,7
Ahmedabad,128,o3,2017-04-06 14:18:10,Ahmedabad Central,21.481880019416405,88.74015897988323,58,80,78,21,18,1
Ahmedabad,131,no2,2017-04-10 06:32:43,Ahmedabad Central,14.6216072028354,89.19241466337155,65,68,14,36,26,0
Ahmedabad,120,pm25,2017-04-13 22:47:16,Ahmedabad Central,29.09270259633248,81.9735714944762,110,109,89,31,18,16
Ahmedabad,122,pm25,2017-04-17 15:01:49,Ahmedabad Central,12.802676708498307,75.32054023359206,53,87,54,33,18,17
Ahmedabad,159,pm10,2017-04-21 07:16:21,Ahmedabad Central,17.082112707694087,78.08625674300946,90,162,41,44,19,12
Ahmedabad,164,pm10,2017-04-24 23:30:54,Ahmedabad Central,15.804137380593218,76.7487625141045,134,151,33,60,22,16
Ahmedabad,105,o3,2017-04-28 15:45:27,Ahmedabad Central,22.718912481234753,72.5180511818142,50,78,52,48,8,10
Ahmedabad,147,pm10,2017-05-02 08:00:00,Ahmedabad Central,18.5978665939418,85.49692459414784,118,180,45,25,19,11
Ahmedabad,196,pm10,2017-05-06 00:14:32,Ahmedabad Central,17.40859900009377,77.47688589065365,117,164,35,35,1,8
Ahmedabad,231,o3,2017-05-09 16:29:05,Ahmedabad Central,15.826456820190113,85.33000349525594,138,171,48,69,5,9
Ahmedabad,176,pm25,2017-05-13 08:43:38,Ahmedabad Central,14.258865279570719,82.52022178713742,99,119,17,39,21,17
Ahmedabad,252,pm10,2017-05-17 00:58:10,Ahmedabad Central,18.731546536263913,71.44681027790598,179,188,69,30,18,6
Ahmedabad,283,o3,2017-05-20 17:12:43,Ahmedabad Central,22.846068914080135,73.02894492479123,157,245,71,29,18,9
